facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
RESIDENTIAL CARE ELDERLY,315002795,RAI ANGELS LLC,A ALWAYS LOVING CARE HOME INC.,"RAI, BALWINDER",(360) 560-1818,1422 ORWELL DR.,ROSEVILLE,CA,95747,PLACER,59,6,LICENSED,7/8/2021,,05252025
RESIDENTIAL CARE ELDERLY,366401737,RAINBOW BOARD AND CARE,"MANJARREZ, MARINO","MANJARREZ, MARINO",(909) 795-8144,13557 THIRD STREET,YUCAIPA,CA,92399,SAN BERNARDINO,56,6,CLOSED,6/6/1997,4/18/2022,05252025
RESIDENTIAL CARE ELDERLY,306002233,RAINBOW COTTAGE,"RAINBOW COTTAGE, INC.",HANH PHAM,(949) 455-7376,24301 LYSANDA DRIVE,MISSION VIEJO,CA,92691,ORANGE,22,6,LICENSED,6/14/2004,,05252025
RESIDENTIAL CARE ELDERLY,306003405,RAINBOW COTTAGE II,"RAINBOW COTTAGE, INC.",HANH PHAM,(949) 472-4143,24861 GEORGIA SUE,LAGUNA HILLS,CA,92653,ORANGE,22,6,LICENSED,2/27/2006,,05252025
RESIDENTIAL CARE ELDERLY,366407059,RAINBOW GUEST HOME,"MENCIAS, MARIO","MENCIAS, MARIO",(909) 357-0144,11205 DAYLILLY ST.,FONTANA,CA,92337,SAN BERNARDINO,56,6,LICENSED,7/5/2002,,05252025
RESIDENTIAL CARE ELDERLY,366407856,RAINBOW GUEST HOME II,"MENCIAS, MARIO P.","MENCIAS, MARIO",(909) 874-4230,10521 HORSESHOE DR.,BLOOMINGTON,CA,92316,SAN BERNARDINO,56,6,LICENSED,3/5/2003,,05252025
RESIDENTIAL CARE ELDERLY,331881198,RAINBOW RIDGE MANOR,"JCMY CARE HOMES LLC; ANGEL OF LIFE, INC.",JENNY CASTELLANOS,(619) 208-7869,45410 BAYBERRY PLACE,TEMECULA,CA,92592,RIVERSIDE,18,6,CLOSED,10/25/2021,4/8/2024,05252025
RESIDENTIAL CARE ELDERLY,331881485,RAINBOW RIDGE MANOR,"ANGEL OF LIFE, INC.","CASTELLANOS, JENNY",(951) 972-4226,45410 BAYBERRY PL,TEMECULA,CA,92592,RIVERSIDE,18,6,LICENSED,4/8/2024,,05252025
RESIDENTIAL CARE ELDERLY,331880557,"RAINBOW VIEW SENIOR CARE LPA,LLC","RAINBOW VIEW SENIOR CARE LPA,LLC",LORENA ALANDY,(949) 290-8661,4170 RAINBOW VIEW WAY,HEMET,CA,92545,RIVERSIDE,18,6,LICENSED,3/15/2019,,05252025
RESIDENTIAL CARE ELDERLY,197610249,RAINBOW VILLAGE SENIOR LIVING,RELIEF FILMS INC,"ROCK, CAROL",(213) 712-5100,21746 MAYAN DRIVE,CHATSWORTH,CA,91311,LOS ANGELES,31,12,PENDING,,,05252025
RESIDENTIAL CARE ELDERLY,342701484,RAINKIN HOME,DANIIRME LLC,"KITENE, DAMARIS",(916) 229-7604,9279 THILOW DR.,SACRAMENTO,CA,95826,SACRAMENTO,27,3,PENDING,,,05252025
RESIDENTIAL CARE ELDERLY,015601285,RAKSHA 13 CARE HOME,"RAKSHA INTERNATIONAL, INC.","BHUTANI, SHALINI",(510) 526-2533,906 CORNELL AVENUE,ALBANY,CA,94706,ALAMEDA,15,13,LICENSED,5/11/2007,,05252025
RESIDENTIAL CARE ELDERLY,015601429,RAKSHA 4 CARE HOME,RAKSHA INTERNATIONAL INC.,"BHUTANI, BHUMI",(510) 912-6244,616 STANNAGE AVENUE,ALBANY,CA,94706,ALAMEDA,15,6,LICENSED,7/9/2009,,05252025
RESIDENTIAL CARE ELDERLY,015601284,RAKSHA 6,"RAKSHA INTERNATIONAL, INC.","BHUTANI, NALANI",(510) 558-7241,1133 GARFIELD AVENUE,ALBANY,CA,94706,ALAMEDA,15,6,LICENSED,5/11/2007,,05252025
RESIDENTIAL CARE ELDERLY,366402735,RAMADA RANCH,"EMERSON, DIANE L.","EMERSON, DIANE L.",(909) 797-7822,35859 RAMADA LANE,YUCAIPA,CA,92399,SAN BERNARDINO,56,6,LICENSED,1/25/1999,,05252025
RESIDENTIAL CARE ELDERLY,157209611,RAMDAS HOME CARE LLC,RAMDAS HOME CARE LLC,"SODHI, GURBINDER",(661) 345-4956,10235 LANESBOROUGH AVE.,BAKERSFIELD,CA,93311,KERN,24,6,PENDING,,,05252025
RESIDENTIAL CARE ELDERLY,075600303,RAMONA CARE HOME,"LINGBANAN, VICTORIA M.",VICTORIA LINGBANAN,(925) 798-4930,2160 RAMONA DRIVE,PLEASANT HILL,CA,94523,CONTRA COSTA,15,6,LICENSED,3/22/1999,,05252025
RESIDENTIAL CARE ELDERLY,374604777,RAMONA SENIOR GARDENS,REHMAN CARE CORPORATION,"JAMIL, FAIZAN",(858) 663-9200,1240 H STREET,RAMONA,CA,92065,SAN DIEGO,08,68,LICENSED,8/14/2024,,05252025
RESIDENTIAL CARE ELDERLY,374603356,RAMONA SENIOR LODGE ASSISTED LIVING,SMN ASSISTED CARE INCORPORATED,SERENA NELSON,(760) 440-0168,15855 MARMAC DRIVE,RAMONA,CA,92065,SAN DIEGO,08,6,LICENSED,8/23/2013,,05252025
RESIDENTIAL CARE ELDERLY,374603182,RAMONA SENIOR MANOR,REHMAN CARE CORPORATION,"GALANG, MARJORIE C.",(760) 440-9844,1236 D STREET,RAMONA,CA,92065,SAN DIEGO,08,28,LICENSED,2/5/2013,,05252025
RESIDENTIAL CARE ELDERLY,107209574,RAMOS RESIDENTIAL CARE LLC,RAMOS RESIDENTIAL CARE LLC,"RAMOS,ROBERT",(559) 906-2451,5320 W FEDORA,FRESNO,CA,93722,FRESNO,24,6,PENDING,,,05252025
RESIDENTIAL CARE ELDERLY,366413255,RANCH COUNTRY HOME,"RANCH COUNTRY HOME, INC",MELROSE RAMOS,(909) 628-6999,4189 LEXINGTON AVE,CHINO,CA,91710,SAN BERNARDINO,56,6,LICENSED,9/13/2007,,05252025
RESIDENTIAL CARE ELDERLY,331800166,RANCHO BELAGO RESIDENTIAL CARE,"ANSARI, SHAISTA","KHAN, MUSARRAT",(951) 242-8875,13816 NATHAN PLACE,MORENO VALLEY,CA,92555,RIVERSIDE,18,6,LICENSED,9/7/2017,,05252025
RESIDENTIAL CARE ELDERLY,347000950,RANCHO HOME CARE,"GHERLE, SAVETA","GHERLE, SAVETA",(916) 851-9342,10961 ALANDALE WAY,RANCHO CORDOVA,CA,95670,SACRAMENTO,27,6,CLOSED,4/23/1998,4/13/2022,05252025
RESIDENTIAL CARE ELDERLY,331881366,RANCHO MIRAGE SENIOR LIVING,"RANCHO MIRAGE SENIOR LIVING, LLC","KHAY, CHET",(760) 464-0882,5 SHASTA LAKE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,18,6,CLOSED,2/17/2023,1/21/2025,05252025
RESIDENTIAL CARE ELDERLY,374602864,"RANCHO PACIFIC HOME CARE, INC","RANCHO PACIFIC HOME CARE, INC","NAVASAK, BRANDON",(760) 721-5473,4416 SAN JOAQUIN STREET,OCEANSIDE,CA,92057,SAN DIEGO,08,6,LICENSED,8/5/2009,,05252025
RESIDENTIAL CARE ELDERLY,374604542,RANCHO PENASQUITOS SENIOR LIVING,PACIFICA CA LLC;PENASQUITOS LP;PENASQUITOS MGR LLC,"HEBNER, WES",(858) 215-5820,12979 RANCHO PENASQUITOS BLVD,SAN DIEGO,CA,92129,SAN DIEGO,08,120,LICENSED,1/20/2023,,05252025
RESIDENTIAL CARE ELDERLY,342701436,RANCHO RESIDENTIAL,RANCHO RESIDENTIAL LLC,MENDOZA AILEEN MAE,(916) 619-7896,12057 ALERIA,RANCHO CORDOVA,CA,95742,SACRAMENTO,27,6,LICENSED,11/25/2024,,05252025
RESIDENTIAL CARE ELDERLY,370804862,RANCHO SAN DIEGO BOARD AND CARE II,"TUASON, JOCELYN","TUASON, JOCELYN",(619) 670-6445,11945 VIA HACIENDA,EL CAJON,CA,92019,SAN DIEGO,08,6,CLOSED,5/2/1993,4/3/2025,05252025
RESIDENTIAL CARE ELDERLY,370804817,RANCHO SAN DIEGO BOARD & CARE,"TUASON, JUN & JOCELYN","TUASON, JOCELYN",(619) 670-1522,11881 CALLE ALBARA,EL CAJON,CA,92019,SAN DIEGO,08,6,CLOSED,11/14/1991,11/10/2022,05252025
RESIDENTIAL CARE ELDERLY,374603125,RANCHO SANTA FE VILLA,RANCHO SANTA FE VILLA CORPORATION,"BAHA, RAY CYRUS",(858) 361-3322,8292 RUN OF THE KNOLLS,SAN DIEGO,CA,92127,SAN DIEGO,08,6,LICENSED,4/22/2011,,05252025
RESIDENTIAL CARE ELDERLY,374604134,RANCHO VISTA SENIOR LIVING,PACIFICA EAST LAKE LLC; VISTA MGR LLC,"DOMINGO, ELIZABETH",(760) 941-1480,760 EAST BOBIER DRIVE,VISTA,CA,92084,SAN DIEGO,18,172,LICENSED,4/29/2019,,05252025
RESIDENTIAL CARE ELDERLY,374604538,RANCHVIEW SENIOR ASSISTED LIVING,"RVSAL, LLC","SETTINERI, JEFFREY",(760) 753-5082,350 COLE RANCH ROAD,ENCINITAS,CA,92024,SAN DIEGO,08,42,LICENSED,9/23/2022,,05252025
RESIDENTIAL CARE ELDERLY,347003857,RANUM'S CARE HOME,"MUNAR, MELINDA","MUNAR, MELINDA",(916) 882-4116,3400 VIKING DRIVE,SACRAMENTO,CA,95827,SACRAMENTO,27,6,LICENSED,7/15/2008,,05252025
RESIDENTIAL CARE ELDERLY,107206900,RATANAKONE HOME,KEVIN RATANAKONE,"RATANAKONE, KEVIN",(559) 287-6366,2220 N. PROSPECT,FRESNO,CA,93722,FRESNO,24,6,CLOSED,12/15/2015,3/16/2022,05252025
RESIDENTIAL CARE ELDERLY,306005851,RAV PREMERA CARE,"RAV PREMERA CARE, LLC","PAO, WESLEY",(714) 213-8596,864 N. FORD AVE,FULLERTON,CA,92832,ORANGE,22,6,LICENSED,2/3/2021,,05252025
RESIDENTIAL CARE ELDERLY,197609710,RAY OF HOPE - BRAEBURN,RAY OF HOPE HOME INC,"FLORES, OLGA",(626) 219-6546,1744 BRAEBURN RD,ALTADENA,CA,91001,LOS ANGELES,31,6,CLOSED,8/2/2019,3/1/2021,05252025
RESIDENTIAL CARE ELDERLY,306006014,RAYA'S PARADISE OF SAN CLEMENTE,RP OF SC INC,"WESTPHALN, MONICA",(949) 420-9898,101 AVENIDA CALAFIA,SAN CLEMENTE,CA,92672,ORANGE,22,80,LICENSED,7/19/2022,,05252025
RESIDENTIAL CARE ELDERLY,197604444,"RAYA'S PARADISE, INC.","RAYA'S PARADISE, INC.",MICHAEL GAMBURD,(323) 969-0316,1533 N. STANLEY AVE.,LOS ANGELES,CA,90046,LOS ANGELES,31,6,LICENSED,5/30/2003,,05252025
RESIDENTIAL CARE ELDERLY,197604446,"RAYA'S PARADISE, INC.","RAYA'S PARADISE, INC.","GAMBURD, RAISSA",(310) 289-8834,825 LARRABEE ST.,WEST HOLLYWOOD,CA,90069,LOS ANGELES,31,9,CLOSED,4/15/2003,12/20/2021,05252025
RESIDENTIAL CARE ELDERLY,197609494,"RAYA'S PARADISE, INC.",RAYA'S PARADISE INC,"GAMBURD, MOTI",(323) 800-5373,846-848 N. SIERRA BONITA AVE.,LOS ANGELES,CA,90046,LOS ANGELES,31,11,LICENSED,6/28/2019,,05252025
RESIDENTIAL CARE ELDERLY,197604445,"RAYA'S PARADISE, INC.","RAYA'S PARADISE, INC.",MOTI GAMBURD,(323) 815-8858,1156 N. GARDNER ST.,WEST HOLLYWOOD,CA,90046,LOS ANGELES,31,11,LICENSED,5/30/2003,,05252025
RESIDENTIAL CARE ELDERLY,157209046,RAYMER CARE RESIDENCES,"RAYMER CARE SERVICES, LLC","REYES, MERIAM",(661) 885-7791,1525 SUGARLEAF RIDGE DRIVE,BAKERSFIELD,CA,93311,KERN,24,6,CLOSED,9/9/2020,8/21/2024,05252025
RESIDENTIAL CARE ELDERLY,197610381,RAYWOOD VILLA INC,RAYWOOD VILLA INC,"FONSECA, JASON",(562) 481-6306,42659 RAYWOOD DRIVE,LANCASTER,CA,93536,LOS ANGELES,31,6,LICENSED,4/5/2023,,05252025
RESIDENTIAL CARE ELDERLY,374602950,RB SENIOR RESIDENCES,AZILA KATHERINE S ORTIZ,"BROCKMEIER, ROSEMARIE",(858) 366-8787,15260 AMALIA,SAN DIEGO,CA,92129,SAN DIEGO,08,6,LICENSED,12/14/2009,,05252025
RESIDENTIAL CARE ELDERLY,374603228,RB SENIOR RESIDENCES II,"ORTIZ, AZILA K.S.",KATHLEEN MARQUEZ,(858) 883-2180,15158 JENELL STREET,POWAY,CA,92064,SAN DIEGO,08,6,LICENSED,4/5/2012,,05252025
RESIDENTIAL CARE ELDERLY,345920183,RC PREMIER VILLA 1,RC PREMIER VILLA 1 INCORPORATED,"CABRERA, ZADEL",(925) 567-8181,8134 ROBERT CREEK COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,12/20/2024,,05252025
RESIDENTIAL CARE ELDERLY,345920184,RC PREMIER VILLA II,RC PREMIER VILLA II INCORPORATED,"CABRERA, ZADEL",(925) 567-8181,8138 ROBERT CREEK COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,12/20/2024,,05252025
RESIDENTIAL CARE ELDERLY,392701163,RCFE CARE & RESPITE HOUSE,VENTURECARE PARTNERS MANAGEMENT,"SANTIAGO, ROLANDO",(209) 207-4964,663 CHICAGO AVENUE,STOCKTON,CA,95206,SAN JOAQUIN,27,6,LICENSED,2/8/2021,,05252025
RESIDENTIAL CARE ELDERLY,306006695,RCO HOME CARE LLC,RCO HOME CARE LLC,"ARCEO, ERWIN ROMWELL",(714) 883-6604,25746 SANTO DRIVE,MISSION VIEJO,CA,92691,ORANGE,22,6,PENDING,,,05252025
RESIDENTIAL CARE ELDERLY,392701643,RCRH II,RCFE CARE AND RESPITE HOUSE LLC,"SANTIAGO, ROLANDO",(209) 207-4030,1915 QUAKER RIDGE COURT,STOCKTON,CA,95206,SAN JOAQUIN,27,4,PENDING,,,05252025
RESIDENTIAL CARE ELDERLY,306004772,RDB GUEST HOME,RD-BANGGALAT CORPORATION,REGIE D. BANGGALAT,(714) 827-5538,612 BRONWYN DRIVE,ANAHEIM,CA,92804,ORANGE,22,6,CLOSED,3/3/2016,4/21/2022,05252025
RESIDENTIAL CARE ELDERLY,306006126,RDB GUEST HOME,RD-BANGGALAT CORPORATION,"BANGGALAT, REGIE DANCEL",(714) 519-5268,2351 W. BROADWAY,ANANHEIM,CA,92804,ORANGE,22,6,LICENSED,4/21/2022,,05252025
RESIDENTIAL CARE ELDERLY,107209430,READY FOR CARE,READY FOR CARE LLC,"BARKER, PAULINE",(559) 900-6377,4129 W PRINCETON AVE,FRESNO,CA,93722,FRESNO,24,6,LICENSED,8/12/2024,,05252025
RESIDENTIAL CARE ELDERLY,157209417,REAL CARE LLC,LJN CAPITAL LLC DBA REAL CARE,"PELAYA, JESSICA",(661) 760-7610,818 REAL RD,BAKERSFIELD,CA,93309,KERN,24,300,LICENSED,5/9/2025,,05252025
RESIDENTIAL CARE ELDERLY,157209094,REAL CARE LUXURY ASSISTED LIVING,REAL CARE LLC,"ROCK, CAROL",(301) 864-7600,818 REAL RD,BAKERSFIELD,CA,93309,KERN,24,200,CLOSED,,12/4/2020,05252025
RESIDENTIAL CARE ELDERLY,435202779,REAL ELDERLY CARE,"REAL, JOCELYN",ARIES GERONIMO,(408) 440-2441,4858 POSTON DRIVE,SAN JOSE,CA,95136,SANTA CLARA,26,6,LICENSED,9/4/2020,,05252025
RESIDENTIAL CARE ELDERLY,336401433,REAL SWEET HOME,FEDELIA B. DAIZ,FEDELIA DAIZ,(951) 943-8762,20905 EL NIDO,PERRIS,CA,92571,RIVERSIDE,18,6,LICENSED,1/21/1997,,05252025
RESIDENTIAL CARE ELDERLY,360907488,REALM VILLAGE II,"MACALINO, ELY M. & ESTRELITA R.","MACALINO, ARLENE E.",(909) 794-2800,1295 AGATE STREET,MENTONE,CA,92359,SAN BERNARDINO,56,10,CLOSED,9/17/1985,10/20/2024,05252025
RESIDENTIAL CARE ELDERLY,198320519,REAMP CARE VAN NESS LLC,REAMP CARE VAN NESS LLC,"ANTONA, MARIAN",(909) 996-6768,8319 S VAN NESS AVE,INGLEWOOD,CA,90305,LOS ANGELES,11,6,CLOSED,,12/31/2024,05252025
RESIDENTIAL CARE ELDERLY,347002908,REBECCA'S GUEST HOME,"MORRIS, REBECCA C.","MORRIS, REBECCA C.",(916) 602-7482,9458 HOSPENTHAL WAY,ELK GROVE,CA,95624,SACRAMENTO,27,6,CLOSED,7/15/2005,7/13/2022,05252025
RESIDENTIAL CARE ELDERLY,547209458,REBECCAS CARE HOME,"PINEDA, MA REBECCA D","PINEDA, REBECCA",(818) 633-3436,1727 WEST SUNNYSIDE AVE.,VISALIA,CA,93277,TULARE,24,6,CLOSED,8/20/2024,4/1/2025,05252025
RESIDENTIAL CARE ELDERLY,075601374,RED MAPLE RESIDENTIAL HOME,LCS INTERNATIONAL INC.,HELEN GRACE HERBERT,(510) 778-9084,7100 MANILA AVENUE,EL CERRITO,CA,94530,CONTRA COSTA,15,6,CLOSED,3/3/2008,9/29/2022,05252025
RESIDENTIAL CARE ELDERLY,415601075,RED ROSES CARE HOME,"BABASA, STEPHANIE","MUNCADA, EDITH",(650) 261-9483,1132 VALOTA ROAD,REDWOOD CITY,CA,94061,SAN MATEO,14,6,CLOSED,1/30/2020,3/30/2022,05252025
RESIDENTIAL CARE ELDERLY,197802917,RED ROSES VILLA,"RED ROSES VILLA, INC.",BRIAN BUENVIAJE,(562) 941-3813,13805 E. CREWE STREET,WHITTIER,CA,90605,LOS ANGELES,28,18,LICENSED,8/18/2000,,05252025
RESIDENTIAL CARE ELDERLY,455002675,REDBUD CARE HOME,QUALITY CARE HOME INC,"SINGH, REEMA",(530) 241-8492,920 REDBUD DR,REDDING,CA,96001,SHASTA,59,7,LICENSED,7/19/2018,,05252025
RESIDENTIAL CARE ELDERLY,198602961,REDELL PINE LLC,REDELL PINE LLC,"POSTALDJIAN, ARA",(626) 408-5700,2131 REDELL AVE,MONROVIA,CA,91016,LOS ANGELES,28,6,LICENSED,10/26/2018,,05252025
RESIDENTIAL CARE ELDERLY,198603853,"REDELL PINE, LLC","REDELL PINE, LLC","POSTALDJIAN, ARA",(818) 216-4314,5342 1/2 HUDDART AVE,ARCADIA,CA,91006,LOS ANGELES,28,6,PENDING,,,05252025
RESIDENTIAL CARE ELDERLY,336425449,REDHAWK SENIOR CARE HOME,A WFBEESON INC.,WINSTON G. FALCON,(951) 302-1146,33674 CHANNEL STREET,TEMECULA,CA,92592,RIVERSIDE,18,6,CLOSED,9/7/2012,4/4/2022,05252025
RESIDENTIAL CARE ELDERLY,198603907,REDINGTON SENIOR LIVING,RED HAT GARDEN INC,"HARRIS, SONNY",(213) 660-7949,8730 ARTESIA BLVD,BELLFLOWER,CA,90706,LOS ANGELES,28,6,PENDING,,,05252025
RESIDENTIAL CARE ELDERLY,197608376,REDONDO BEACH ELDERLY HOME,"RCFA EMPLOYMENT AGENCY, INC.",JEHN MARIC DEMAFELIX,(310) 371-7193,18312 MANSEL AVENUE,REDONDO BEACH,CA,90278,LOS ANGELES,11,12,LICENSED,2/11/2013,,05252025
RESIDENTIAL CARE ELDERLY,107209484,REDUBLA SENIORS CAREHOME,"REDUBLA HEALTHCARE SOLUTIONS, LLC","REDUBLA, JENNIFER",(559) 939-3814,8455 N ARMSTRONG AVE,CLOVIS,CA,93619,FRESNO,24,6,LICENSED,10/21/2024,,05252025
RESIDENTIAL CARE ELDERLY,415600897,REDWOOD ACRES RESIDENTIAL HOME,"REDWOOD ACRES RESIDENTIAL HOME, LLC","SARMIENTO, ANNA MARISSA V.",(650) 361-1014,1728 REDWOOD AVENUE,REDWOOD CITY,CA,94061,SAN MATEO,14,6,LICENSED,3/21/2014,,05252025
RESIDENTIAL CARE ELDERLY,019201295,REDWOOD ASSISTED LIVING,REDWOOD ASSISTED LIVING LLC,"TET, SAMUEL ALIN",(510) 292-8610,18785 CARLTON AVENUE,CASTRO VALLEY,CA,94546,ALAMEDA,15,6,LICENSED,4/16/2024,,05252025
RESIDENTIAL CARE ELDERLY,415201905,REDWOOD CARE HOME,CRISTINA DEE-HOSKINS,"DEE-HOSKINS, CRISTINA",(650) 364-3499,188 DUANE STREET,REDWOOD CITY,CA,94062,SAN MATEO,14,18,LICENSED,8/29/2007,,05252025
RESIDENTIAL CARE ELDERLY,496804226,REDWOOD COMMUNITY,"MARTINEZ, ANTONIO JR","MARTINEZ, ANTONIO JR",(707) 591-1127,8064 WHIPPOORWILL CT,WINDSOR,CA,95492,SONOMA,21,6,LICENSED,6/10/2024,,05252025
RESIDENTIAL CARE ELDERLY,126804144,REDWOOD R AND R,BEACCH INVESTMENTS LLC,"CRAVEN, HEATHER",(707) 444-2076,3231 DOLBEER ST,EUREKA,CA,95503,HUMBOLDT,21,14,LICENSED,6/5/2023,,05252025
RESIDENTIAL CARE ELDERLY,079200279,REDWOOD RESIDENCE,"EMPIG, ELISA S.","EMPIG, ELISA S.",(510) 260-0519,861 HUMBOLDT STREET,RICHMOND,CA,94805,CONTRA COSTA,15,6,CLOSED,11/26/2012,1/29/2025,05252025
RESIDENTIAL CARE ELDERLY,496803402,REDWOOD RETREAT,"ANNADEL GROUP, THE","MOESSING, ERIC",(707) 576-1119,4988 OLD REDWOOD HIGHWAY,SANTA ROSA,CA,95403,SONOMA,21,15,LICENSED,11/20/2012,,05252025
RESIDENTIAL CARE ELDERLY,015601455,REDWOOD ROAD CARE HOME,"LIN'S BUSINESS GROUP, INC.","LIN, XIANG(DAVID)",(510) 703-8063,20112 REDWOOD ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,15,14,CLOSED,1/19/2010,9/20/2022,05252025
RESIDENTIAL CARE ELDERLY,496803958,REDWOOD SANTA ROSA,REDWOOD SANTA ROSA LLC,"CARDENAS, CRISANTE",(707) 542-1940,1727 BURBANK AVE,SANTA ROSA,CA,95407,SONOMA,21,26,CLOSED,1/27/2021,8/18/2021,05252025
RESIDENTIAL CARE ELDERLY,342700830,REDWOOD SENIOR CARE,REDWOOD SENIOR CARE LLC,"SMEU, CHRISTINE",(847) 544-8760,9502 ORANGEVALE AVE.,FOLSOM,CA,95630,SACRAMENTO,59,6,LICENSED,5/27/2020,,05252025
RESIDENTIAL CARE ELDERLY,157209136,REDWOOD SENIOR LIVING BAKERSFIELD,REDWOOD BAKERSFIELD LLC,"PONCE, BEATRIZ",(415) 810-0145,810 S UNION AVE,BAKERSFIELD,CA,93307,KERN,24,41,LICENSED,5/18/2021,,05252025
RESIDENTIAL CARE ELDERLY,496803470,REDWOOD VISTA RESIDENTIAL CARE HOME,"MARTINEZ, ANGELICA",ANGELICA MARTINEZ,(707) 620-0243,8052 WHIPPOORWILL COURT,WINDSOR,CA,95492,SONOMA,21,6,LICENSED,12/12/2013,,05252025
RESIDENTIAL CARE ELDERLY,210102866,"REDWOODS, THE",COMMUNITY CHURCH RETIREMENT CENTER,ELENA DAVIDENKO,(415) 383-1600,40 CAMINO ALTO,MILL VALLEY,CA,94941,MARIN,21,150,LICENSED,9/6/1980,,05252025
RESIDENTIAL CARE ELDERLY,567609703,REESEJOY CARE HOME,"DELA VEGA RAMIREZ, ROBERTO","DELA VEGA RAMIREZ, ROBERTO",(805) 278-4043,1355 JUANITA AVE,OXNARD,CA,93030,VENTURA,29,6,LICENSED,2/21/2019,,05252025
RESIDENTIAL CARE ELDERLY,197609853,REESEJOY CARE HOME II,RVR CORPORATION,"RAMIREZ, ROBERTO",(805) 832-8792,17544 SAN JOSE ST,GRANADA HILLS,CA,91344,LOS ANGELES,31,6,LICENSED,10/7/2019,,05252025
RESIDENTIAL CARE ELDERLY,565850388,REESEJOY CARE HOME III,RVR CORPORATION,"VINCECRUZ, SUSANA",(805) 832-4923,1013 N SIXTH STREET,PORT HUENEME,CA,93041,VENTURA,29,6,LICENSED,9/25/2024,,05252025
RESIDENTIAL CARE ELDERLY,197610671,REESEJOY CARE HOME IV,RVR CORPORATION,"ABEGONIA, SHANDEE",(818) 912-6289,7639 FAUST AVENUE,WEST HILLS,CA,91304,LOS ANGELES,31,6,LICENSED,3/6/2025,,05252025
RESIDENTIAL CARE ELDERLY,347005577,REFINED SENIOR LIVING,REFINED SENIOR LIVING LLC,"KRIEG, NERRYROSE",(916) 334-4910,7029 REFINED COURT,SACRAMENTO,CA,95842,SACRAMENTO,59,6,LICENSED,8/11/2016,,05252025
RESIDENTIAL CARE ELDERLY,565802408,REGAL CARE,ZEPHANIAH LLC,"BRODT, DONALD",(805) 842-1991,3316 GREENVILLE AVENUE,SIMI VALLEY,CA,93063,VENTURA,29,6,LICENSED,7/21/2016,,05252025
RESIDENTIAL CARE ELDERLY,374604032,REGAL CARE HOME,"CASTILLO, ANNE GRACE & CASTILLO, VINCENT","REYES, REMEDIOS",(619) 370-4627,659 SUNNYSIDE AVENUE,SAN DIEGO,CA,92114,SAN DIEGO,08,6,CLOSED,11/7/2018,12/30/2020,05252025
RESIDENTIAL CARE ELDERLY,374604311,REGAL CARE HOME,"CASTILLO, VINCENT B.& CASTILLO, ANNE GRACE R.","CASTILLO, ANNE GRACE R.",(619) 439-6177,7245 LATROBE CIRCLE,SAN DIEGO,CA,92139,SAN DIEGO,08,6,CLOSED,,10/21/2020,05252025
RESIDENTIAL CARE ELDERLY,331881613,REGAL CARE HOME AND ASSISTED LIVING OF LA QUINTA,VICTORIA CARE HOME AND ASSISTED LIVING CORP.,"REGALADO, CARINNA",(714) 234-5643,45155 DESERT AIR STREET,LA QUINTA,CA,92253,RIVERSIDE,18,6,LICENSED,10/18/2024,,05252025
RESIDENTIAL CARE ELDERLY,565850575,REGAL RESIDENCE,"ZEPHANIAH, LLC","BRODT,DONALD",(805) 587-2992,3011 N. PEORIA AVE,SIMI VALLEY,CA,93063,VENTURA,29,6,CLOSED,,10/3/2024,05252025
RESIDENTIAL CARE ELDERLY,565850605,REGAL RESIDENCE,ZEPHANIA LLC,"BRODT, DONALD",(805) 587-2992,3011 N. PEORIA AVE,SIMI VALLEY,CA,93063,VENTURA,29,6,LICENSED,1/31/2025,,05252025
RESIDENTIAL CARE ELDERLY,374601685,REGENCY FALLBROOK,"REGENCY FALLBROOK, LLC",KARI MORENO,(760) 728-8504,609 E.ELDER STREET,FALLBROOK,CA,92028,SAN DIEGO,18,75,LICENSED,11/19/2003,,05252025
RESIDENTIAL CARE ELDERLY,197607720,REGENCY GRAND AT WEST COVINA,"BDC/WEST COVINA II, LLC; CASCADE LIVING GROUP INC.","GREENE, NICHOLE",(626) 332-3344,150 SOUTH GRAND AVENUE,WEST COVINA,CA,91791,LOS ANGELES,28,160,CLOSED,2/17/2010,4/19/2021,05252025
RESIDENTIAL CARE ELDERLY,198603428,REGENCY GRAND AT WEST COVINA,KRE-RENEW TIGER CUBS REGENCY GRAND OPERATION ET AL,"MIMS-BURRIS, MARY",(626) 332-3344,150 SOUTH GRAND AVENUE,WEST COVINA,CA,91791,LOS ANGELES,28,160,LICENSED,4/19/2021,,05252025
RESIDENTIAL CARE ELDERLY,306006708,REGENCY MEADOWS HOME,REGENCY MEADOWS HOME INC,"TECSON, ALEX",(714) 866-2062,8584 HEMLOCK WAY,BUENA PARK,CA,90620,ORANGE,22,4,LICENSED,5/16/2025,,05252025
